"","value","anomaly"
"1",-0.197820037328638,"0"
"2",-0.152690182484686,"0"
"3",-0.0484140983515419,"0"
"4",0.135504062119145,"0"
"5",0.171499312226644,"0"
"6",0.237543777385316,"0"
"7",0.571118015525911,"0"
"8",0.610713534790246,"0"
"9",0.61373640266887,"0"
"10",0.826635206512391,"0"
"11",0.995092038376459,"0"
"12",0.88629716936947,"0"
"13",0.936231005189449,"0"
"14",1.13820826941406,"0"
"15",1.30484041267819,"0"
"16",1.20964361097464,"0"
"17",1.11222258824872,"0"
"18",1.17070048920681,"0"
"19",0.892978943587074,"0"
"20",0.852147068377111,"0"
"21",0.847274968848221,"0"
"22",0.311015009859165,"0"
"23",-0.179569068135054,"0"
"24",-0.128126272941453,"0"
"25",0.0173772658303271,"0"
"26",0.201540835655623,"0"
"27",0.515187903701718,"0"
"28",0.760657089554786,"0"
"29",0.902731825046079,"0"
"30",1.06809462466111,"0"
"31",1.15923457453185,"0"
"32",1.11265762172288,"0"
"33",0.9418820518499,"0"
"34",0.233642685628866,"1"
"35",0.735289464440746,"0"
"36",0.938293134582485,"0"
"37",1.29611649479345,"0"
"38",1.45525180979401,"0"
"39",1.70516550197814,"0"
"40",2.10166134141464,"0"
"41",2.19458500108416,"0"
"42",2.17060958477949,"0"
"43",2.05078318260095,"0"
"44",1.97402793248414,"0"
"45",1.90129562041149,"0"
"46",1.61398238455299,"0"
"47",1.41111408706797,"0"
"48",1.59204354191503,"0"
"49",1.9571362019409,"0"
"50",2.91078895773821,"1"
"51",2.08909130696169,"0"
"52",2.13584617689935,"0"
"53",2.3575689059672,"0"
"54",2.45204012739877,"0"
"55",2.27774947564865,"0"
"56",2.24948637106563,"0"
"57",2.18743949497682,"0"
"58",2.16779425621331,"0"
"59",2.57297341109575,"0"
"60",2.60553809946481,"0"
"61",2.38797137753012,"0"
"62",2.74457120061655,"0"
"63",3.08393237183909,"0"
"64",3.10268080216743,"0"
"65",3.31111156422893,"0"
"66",3.67876888519626,"0"
"67",3.91459520667627,"0"
"68",4.10241725016683,"0"
"69",3.90898959787514,"0"
"70",3.35242454050309,"0"
"71",3.06851438660739,"0"
"72",2.930560499867,"0"
"73",3.12956377549909,"0"
"74",3.49236713422916,"0"
"75",3.5507062756909,"0"
"76",3.50385356818718,"0"
"77",3.5972641929328,"0"
"78",3.65198892711171,"0"
"79",3.488045425182,"0"
"80",3.34558777236213,"0"
"81",3.22075365731714,"0"
"82",3.03673077904545,"0"
"83",2.7726480435041,"0"
"84",2.73727195592623,"0"
"85",3.14976763828964,"0"
"86",3.29929212618873,"0"
"87",3.33106132427604,"0"
"88",3.2592954288571,"0"
"89",2.90382278406935,"0"
"90",2.62076597597467,"0"
"91",2.45852254691812,"0"
"92",2.3504737060939,"0"
"93",2.68010004763843,"0"
"94",2.86608914572983,"0"
"95",2.53869258390518,"0"
"96",2.11665253116711,"0"
"97",1.68379395027183,"0"
"98",-0.319569704459592,"1"
"99",1.55988929248794,"0"
"100",0.212534128399972,"1"
"101",1.24103257714306,"0"
"102",1.35710823843063,"0"
"103",1.32846368554424,"0"
"104",1.46944615596886,"0"
"105",1.80523147581233,"0"
"106",1.86360060759411,"0"
"107",1.54790663586052,"0"
"108",1.23322015379575,"0"
"109",0.861039475483487,"0"
"110",0.806189340828126,"0"
"111",0.87260793021955,"0"
"112",0.454355167484986,"0"
"113",0.071862435297628,"0"
"114",0.204930553220503,"0"
"115",0.280039848196873,"0"
"116",0.301184199561554,"0"
"117",0.545842139302914,"0"
"118",0.84346862513114,"0"
"119",0.885837662898563,"0"
"120",0.663785268187416,"0"
"121",0.33148486796781,"0"
"122",0.171613815115681,"0"
"123",0.252029912422138,"0"
"124",0.231870732276288,"0"
"125",-0.102246466940038,"0"
"126",-0.257162359921042,"0"
"127",-0.221524413905916,"0"
"128",-0.28211416229359,"0"
"129",-0.404095514347696,"0"
"130",-0.367981415925212,"0"
"131",-0.446378393251215,"0"
